"","filename","value","index","date","year","month","day"
"1","Moley_newsweek_1942-09-28_20_13.txt","NEWSWEEK Persp Registered The Cargo Plane by RAYMOND Loos ANGELES—The decision of",1,"1942-09-28","1942","09","28"
"2","Moley_newsweek_1942-09-28_20_13.txt","Donald Nelson to authorize Henry J. Kaiser to build three giant cargo",1,"1942-09-28","1942","09","28"
"3","Moley_newsweek_1942-09-28_20_13.txt","planes in collaboration with Howard Hughes seems to make a good deal",1,"1942-09-28","1942","09","28"
"4","Moley_newsweek_1942-09-28_20_13.txt","of sense. The interest aroused by this news and by the long",1,"1942-09-28","1942","09","28"
"5","Moley_newsweek_1942-09-28_20_13.txt","and informative discussions that preceded it has done a great deal to",1,"1942-09-28","1942","09","28"
"6","Moley_newsweek_1942-09-28_20_13.txt","make people appreciate the value of large cargo-flying ships. The experi- mental",1,"1942-09-28","1942","09","28"
"7","Moley_newsweek_1942-09-28_20_13.txt","work now authorized will teach us all much that will be useful",1,"1942-09-28","1942","09","28"
"8","Moley_newsweek_1942-09-28_20_13.txt","in the war effort and in transportation after the war. It is",1,"1942-09-28","1942","09","28"
"9","Moley_newsweek_1942-09-28_20_13.txt","obvious that when an entirely new design is contemplated it takes time",1,"1942-09-28","1942","09","28"
"10","Moley_newsweek_1942-09-28_20_13.txt","to produce even experimental models. It is estimated by Mr. Kaiser and",1,"1942-09-28","1942","09","28"
"11","Moley_newsweek_1942-09-28_20_13.txt","Mr. Hughes that the three will not 15 months, the second in",1,"1942-09-28","1942","09","28"
"12","Moley_newsweek_1942-09-28_20_13.txt","20 months and the third in 25 months. If it is then",1,"1942-09-28","1942","09","28"
"13","Moley_newsweek_1942-09-28_20_13.txt","decided to put them into production, some months must elapse before they",1,"1942-09-28","1942","09","28"
"14","Moley_newsweek_1942-09-28_20_13.txt","roll off the line. The public has been informed from time to",1,"1942-09-28","1942","09","28"
"15","Moley_newsweek_1942-09-28_20_13.txt","time of quite understandable differences of opinion about the feasi- bility and",1,"1942-09-28","1942","09","28"
"16","Moley_newsweek_1942-09-28_20_13.txt","desirability of building this type of plane at this time. One of",1,"1942-09-28","1942","09","28"
"17","Moley_newsweek_1942-09-28_20_13.txt","the reasons for misunderstanding has been the fact that ideas as well",1,"1942-09-28","1942","09","28"
"18","Moley_newsweek_1942-09-28_20_13.txt","as specific plans have been continually changing throughout the period of discussion.",1,"1942-09-28","1942","09","28"
"19","Moley_newsweek_1942-09-28_20_13.txt","At all times, many complicated technical problems of management and engineer- ing",1,"1942-09-28","1942","09","28"
"20","Moley_newsweek_1942-09-28_20_13.txt","have been involved. After wide discussion in Washington and elsewhere, a meeting",1,"1942-09-28","1942","09","28"
"21","Moley_newsweek_1942-09-28_20_13.txt","was held here about four weeks ago between Mr. a WPB representative",1,"1942-09-28","1942","09","28"
"22","Moley_newsweek_1942-09-28_20_13.txt","and a committee of three leaders in the air- plane industry. This",1,"1942-09-28","1942","09","28"
"23","Moley_newsweek_1942-09-28_20_13.txt","committee was acting upon a suggestion of the WPB to talk the",1,"1942-09-28","1942","09","28"
"24","Moley_newsweek_1942-09-28_20_13.txt","matter over with Mr. Kaiser and to report on their findings and",1,"1942-09-28","1942","09","28"
"25","Moley_newsweek_1942-09-28_20_13.txt","con- clusions. No specific plan came out of the meeting. This was",1,"1942-09-28","1942","09","28"
"26","Moley_newsweek_1942-09-28_20_13.txt","not because the industry itself was lacking in a desire to cooperate.",1,"1942-09-28","1942","09","28"
"27","Moley_newsweek_1942-09-28_20_13.txt","It is the settled rule in the industry that any manufacturer will",1,"1942-09-28","1942","09","28"
"28","Moley_newsweek_1942-09-28_20_13.txt","make available any plans, engineering ideas, advice and technical personnel at his",1,"1942-09-28","1942","09","28"
"29","Moley_newsweek_1942-09-28_20_13.txt","disposal to any other manufacturer who actually has an order from the",1,"1942-09-28","1942","09","28"
"30","Moley_newsweek_1942-09-28_20_13.txt","government to build planes. At that time Mr. Kaiser had no such",1,"1942-09-28","1942","09","28"
"31","Moley_newsweek_1942-09-28_20_13.txt","order, and there was a good deal of uncertainty as to the",1,"1942-09-28","1942","09","28"
"32","Moley_newsweek_1942-09-28_20_13.txt","plane that was to be built and ro be finished for two",1,"1942-09-28","1942","09","28"
"33","Moley_newsweek_1942-09-28_20_13.txt","years—the first in Kaiser, SEPTEMBER 28, 1942 ective . S. Patent Office",1,"1942-09-28","1942","09","28"
"34","Moley_newsweek_1942-09-28_20_13.txt","Question the organization which was to do the building. In these circumstances,",1,"1942-09-28","1942","09","28"
"35","Moley_newsweek_1942-09-28_20_13.txt","it was urged that Mr. Kaiser give his unquestioned manufacturing ability to",1,"1942-09-28","1942","09","28"
"36","Moley_newsweek_1942-09-28_20_13.txt","the mass pro- duction of some model already designed. But it seems",1,"1942-09-28","1942","09","28"
"37","Moley_newsweek_1942-09-28_20_13.txt","that Mr. Kaiser thought it best to build a new plane. Leaders",1,"1942-09-28","1942","09","28"
"38","Moley_newsweek_1942-09-28_20_13.txt","of the industry pointed out the great outlay of time and the",1,"1942-09-28","1942","09","28"
"39","Moley_newsweek_1942-09-28_20_13.txt","requirements of MOLEY and labor needed for the development of an entirely",1,"1942-09-28","1942","09","28"
"40","Moley_newsweek_1942-09-28_20_13.txt","new model. It is said that in the automobile industry a new",1,"1942-09-28","1942","09","28"
"41","Moley_newsweek_1942-09-28_20_13.txt","model takes close to three years from the original idea to mass",1,"1942-09-28","1942","09","28"
"42","Moley_newsweek_1942-09-28_20_13.txt","production. Some- thing of the same effort is required in the case",1,"1942-09-28","1942","09","28"
"43","Moley_newsweek_1942-09-28_20_13.txt","of a new plane. To undertake critical materials, engineering personnel mass production",1,"1942-09-28","1942","09","28"
